n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
124,6,0.1166882626065979,0.6538008098271822,0.7731959639110838,2.6519474028827945,0.20845393057356332,1.5134821667319363
